,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,updated_github_id
64,chimney,scalalandio/chimney,toolkits,https://github.com/scalalandio/chimney,https://github.com/scalalandio/chimney,Apache-2.0,2017-05-23 11:24:09,2025-08-13 01:19:06,2025-08-13 01:19:06,1575.0,29.0,108.0,19.0,526.0,16.0,209.0,1229,2025-07-10 18:19:17,1.8.2,,,47.0,"Scala library for boilerplate-free, type-safe data transformations.",,,46.0,21,True,2,,"['scala3', 'scalajs']",,,,,
65,scalatest,scalatest/scalatest,test,https://github.com/scalatest/scalatest,https://github.com/scalatest/scalatest,Apache-2.0,2013-04-07 21:55:49,2025-08-13 14:25:12,2025-07-22 10:13:39,7523.0,22.0,337.0,53.0,1593.0,525.0,344.0,1167,2024-06-26 00:41:22,release-3.2.19,,,41.0,A testing tool for Scala and Java developers.,,,69.0,21,True,2,,"['scala3', 'scalajs']",,,,,
66,scalafix,scalacenter/scalafix,development-cycle,https://github.com/scalacenter/scalafix,https://github.com/scalacenter/scalafix,BSD-3-Clause,2016-08-08 11:45:19,2025-08-11 09:59:59,2025-06-30 08:45:28,4058.0,24.0,187.0,27.0,1557.0,75.0,639.0,857,2025-05-08 18:53:30,0.14.3,39.0,0.0,76.0,Refactoring and linting tool for Scala.,,,113.0,21,True,3,,['scalajs'],,,,-1.0,
67,jsoniter-scala,plokhotnyuk/jsoniter-scala,json,https://github.com/plokhotnyuk/jsoniter-scala,https://github.com/plokhotnyuk/jsoniter-scala,MIT,2017-09-26 14:47:09,2025-08-14 16:35:36,2025-08-14 16:35:34,5299.0,121.0,109.0,20.0,946.0,92.0,277.0,783,2025-08-14 07:37:10,2.37.5,,,100.0,Scala macros for compile-time generation of safe and ultra-fast JSON codecs + circe booster.,1.0,1.0,31.0,21,True,2,,"['scala3', 'scalajs']",,,,,
68,nussknacker,touk/nussknacker,bigdata,https://github.com/TouK/nussknacker,https://github.com/TouK/nussknacker,Apache-2.0,2017-06-29 14:09:57,2025-08-14 11:48:49,2025-08-14 10:55:52,7461.0,186.0,100.0,33.0,8007.0,101.0,403.0,697,2024-11-22 14:01:13,1.18.0,606.0,6.0,53.0,Low-code tool for automating actions on real time data | Stream processing for the users.,,,86.0,21,True,2,,,,,,-1.0,
69,airframe,wvlet/airframe,di,https://github.com/wvlet/airframe,https://github.com/wvlet/airframe,Apache-2.0,2016-08-14 07:00:12,2025-08-13 16:02:46,2025-08-13 08:14:21,4817.0,74.0,70.0,18.0,3352.0,109.0,556.0,658,2025-08-13 06:02:03,2025.1.16,,,100.0,Essential Building Blocks for Scala.,,,60.0,21,True,1,,"['scala3', 'scalajs']",,,,,
70,izumi,7mind/izumi,di,https://github.com/7mind/izumi,https://github.com/7mind/izumi,BSD-2-Clause,2017-11-03 10:39:42,2025-08-13 21:01:56,2025-08-13 21:01:30,4809.0,60.0,69.0,19.0,1772.0,59.0,409.0,625,2025-06-14 13:20:28,1.2.19,,,95.0,Productivity-oriented collection of lightweight fancy stuff for Scala toolchain.,,,34.0,21,True,1,,"['scala3', 'scalajs']",,,,,
71,twirl,playframework/twirl,templating,https://github.com/playframework/twirl,https://github.com/playframework/twirl,Apache-2.0,2013-09-22 22:48:40,2025-08-11 20:34:29,2025-08-11 20:34:13,1488.0,60.0,116.0,37.0,887.0,38.0,83.0,559,2025-06-30 13:29:01,2.0.9,,,29.0,Twirl is Plays default template engine.,,,57.0,21,True,1,,"['scala3', 'scalajs']",,,,,
72,scalaz,scalaz/scalaz,toolkits,https://github.com/scalaz/scalaz,https://github.com/scalaz/scalaz,,2010-01-16 06:18:51,2025-08-11 21:45:59,2025-08-11 21:45:58,7426.0,16.0,701.0,205.0,2359.0,157.0,424.0,4670,,,,,,Principled Functional Programming in Scala.,,,248.0,20,False,2,,"['scala3', 'scalajs']",,,,,
73,summingbird,twitter/summingbird,bigdata,https://github.com/twitter/summingbird,https://github.com/twitter/summingbird,Apache-2.0,2012-09-25 22:38:35,2022-01-19 17:31:02,2022-01-19 17:31:02,1793.0,,267.0,287.0,494.0,163.0,134.0,2131,2016-06-23 21:16:10,0.11.0-RC1,,,24.0,Streaming MapReduce with Scalding and Storm.,,,45.0,20,False,3,,,,,,,
74,monix,monix/monix,reactive,https://github.com/monix/monix,https://github.com/monix/monix,Apache-2.0,2014-01-06 12:56:07,2024-08-12 23:48:38,2023-10-17 17:17:02,1694.0,,246.0,58.0,1274.0,142.0,577.0,1936,2022-05-07 18:40:42,3.4.1,,,15.0,"Asynchronous, Reactive Programming for Scala and Scala.js.",,,113.0,20,False,1,,"['scala3', 'scalajs']",,,,,
75,spire,typelevel/spire,sci,https://github.com/typelevel/spire,https://github.com/typelevel/spire,MIT,2011-11-03 20:52:53,2025-06-07 04:13:00,2025-06-07 03:09:28,2999.0,2.0,243.0,64.0,969.0,151.0,272.0,1773,2022-06-17 15:55:07,0.18.0,,,4.0,Powerful new number types and numeric abstractions for Scala.,,,106.0,20,True,2,,"['scala3', 'scalajs']",,,,,
76,pureconfig,pureconfig/pureconfig,others,https://github.com/pureconfig/pureconfig,https://github.com/pureconfig/pureconfig,MPL-2.0,2015-08-29 17:05:50,2025-08-12 22:55:10,2025-08-12 22:55:09,2319.0,29.0,180.0,22.0,1536.0,50.0,265.0,1517,,,,,,A boilerplate-free library for loading configuration files.,,,90.0,20,True,1,,['scala3'],,,,,
77,geotrellis,locationtech/geotrellis,others,https://github.com/locationtech/geotrellis,https://github.com/locationtech/geotrellis,,2011-12-23 14:56:54,2025-06-24 10:49:00,2025-06-24 10:48:52,2503.0,6.0,364.0,101.0,2267.0,244.0,1069.0,1366,2025-04-23 12:17:03,3.8.0,,,24.0,GeoTrellis is a geographic data processing engine for high performance applications.,,,96.0,20,False,1,,,,,,,
78,ReactiveMongo,ReactiveMongo/ReactiveMongo,db-clients,https://github.com/ReactiveMongo/ReactiveMongo,https://github.com/ReactiveMongo/ReactiveMongo,Apache-2.0,2012-07-20 14:24:46,2025-08-10 21:04:37,2025-08-10 21:04:37,1427.0,15.0,232.0,51.0,1005.0,15.0,373.0,851,2020-01-03 02:08:23,0.20.0,,,1.0,"Non-blocking, Reactive MongoDB Driver for Scala.",,,90.0,20,True,2,,['scala3'],,,,,
79,scodec,scodec/scodec,data,https://github.com/scodec/scodec,https://github.com/scodec/scodec,BSD-3-Clause,2013-04-22 13:36:08,2025-08-03 13:47:15,2025-08-03 13:47:15,1546.0,28.0,107.0,29.0,527.0,4.0,73.0,815,2025-07-26 12:02:30,2.3.3,,,10.0,Scala combinator library for working with binary data.,,,63.0,20,True,1,,"['scala3', 'scalajs']",,,,,
80,bootzooka,softwaremill/bootzooka,others,https://github.com/softwaremill/bootzooka,https://github.com/softwaremill/bootzooka,Apache-2.0,2012-10-19 07:54:05,2025-08-14 10:21:32,2025-08-14 10:21:30,4086.0,221.0,151.0,56.0,1546.0,21.0,111.0,767,,,,,,"Template project to quickly start developing a Scala-based microservice or web application, with the build & project..",,,75.0,20,True,1,,,,,,,
81,upickle,com-lihaoyi/upickle,data,https://github.com/com-lihaoyi/upickle,https://github.com/com-lihaoyi/upickle,MIT,2014-04-23 05:41:08,2025-07-30 13:42:22,2025-07-30 13:42:22,941.0,11.0,171.0,16.0,356.0,29.0,285.0,749,2025-05-18 06:22:12,4.2.1,,,31.0,"uPickle: a simple, fast, dependency-free JSON & Binary (MessagePack) serialization library for Scala.",,,62.0,20,True,1,,"['scala3', 'scalajs']",,,,,
82,specs2,etorreborre/specs2,test,https://github.com/etorreborre/specs2,https://github.com/etorreborre/specs2,,2010-09-03 01:55:10,2025-08-04 20:38:46,2025-08-04 20:38:46,4858.0,20.0,215.0,29.0,679.0,4.0,664.0,735,2025-07-22 10:18:32,SPECS2-5.6.4,,,78.0,Software Specifications for Scala.,,,98.0,20,False,2,,"['scala3', 'scalajs']",,,,,
83,avro4s,sksamuel/avro4s,data,https://github.com/sksamuel/avro4s,https://github.com/sksamuel/avro4s,Apache-2.0,2015-09-16 14:50:22,2025-08-04 04:13:22,2025-08-04 04:13:22,1585.0,5.0,238.0,24.0,484.0,27.0,367.0,726,2024-12-02 02:18:02,5.0.14,,,8.0,Avro schema generation and serialization / deserialization for Scala.,,,109.0,20,True,1,,['scala3'],,,,,
84,sbt-eclipse,sbt/sbt-eclipse,sbt,https://github.com/sbt/sbt-eclipse,https://github.com/sbt/sbt-eclipse,Apache-2.0,2011-06-04 00:39:57,2025-07-25 20:16:49,2025-07-25 20:16:49,474.0,12.0,171.0,48.0,172.0,78.0,202.0,720,2023-12-15 13:52:51,6.2.0,,,4.0,Plugin for sbt to create Eclipse project definitions.,,,40.0,20,True,1,,,,,,,
85,scribe,outr/scribe,toolkits,https://github.com/outr/scribe,https://github.com/outr/scribe,MIT,2016-01-26 15:49:14,2025-08-14 00:21:50,2025-07-19 17:24:03,1595.0,24.0,44.0,7.0,550.0,16.0,154.0,533,2025-07-19 17:24:48,3.17.0,,,52.0,The fastest logging library in the world. Built from scratch in Scala and programmatically configurable.,,,22.0,20,True,2,,"['scala3', 'scalajs']",,,,,
86,munit,scalameta/munit,test,https://github.com/scalameta/munit,https://github.com/scalameta/munit,Apache-2.0,2020-01-03 00:01:20,2025-08-08 09:14:38,2025-08-08 09:09:29,1276.0,61.0,97.0,13.0,801.0,41.0,133.0,457,2025-04-29 17:21:56,1.1.1,,,52.0,Scala testing library with actionable errors and extensible APIs.,,,62.0,20,True,2,,"['scala3', 'scalajs']",,,,,
87,udash-core,UdashFramework/udash-core,web-frameworks,https://github.com/UdashFramework/udash-core,https://github.com/UdashFramework/udash-core,Apache-2.0,2016-02-25 09:35:23,2025-07-25 05:49:02,2025-07-25 05:49:02,3802.0,57.0,37.0,19.0,1259.0,32.0,88.0,450,2025-07-09 10:46:03,0.18.2,,,33.0,Scala framework for building beautiful and maintainable web applications.,2.0,2.0,44.0,20,True,2,,['scalajs'],,,,,
88,ox,softwaremill/ox,toolkits,https://github.com/softwaremill/ox,https://github.com/softwaremill/ox,Apache-2.0,2023-01-18 14:28:30,2025-08-13 09:26:17,2025-08-13 09:26:15,688.0,80.0,30.0,26.0,291.0,10.0,53.0,450,2025-07-23 11:33:55,1.0.0-RC2,,,62.0,"Safe direct-style streaming, concurrency and resiliency for Scala on the JVM.",,,27.0,20,True,2,,['scala3'],,,,,
89,laika,typelevel/Laika,csv-yaml,https://github.com/typelevel/Laika,https://github.com/typelevel/Laika,Apache-2.0,2012-12-22 14:53:32,2025-08-04 16:18:58,2025-06-09 14:16:29,4090.0,11.0,51.0,9.0,456.0,16.0,223.0,438,2025-04-01 15:13:46,1.3.2,,,44.0,"Site and E-book Generator and Customizable Text Markup Transformer for sbt, Scala and Scala.js.",,,27.0,20,True,1,,"['scala3', 'scalajs']",,,,,
90,mdoc,scalameta/mdoc,sbt,https://github.com/scalameta/mdoc,https://github.com/scalameta/mdoc,Apache-2.0,2017-10-23 07:00:47,2025-08-12 00:32:43,2025-08-05 06:54:31,1527.0,38.0,86.0,9.0,794.0,60.0,152.0,403,2025-07-09 11:37:23,2.7.2,,,80.0,Typechecked markdown documentation for Scala.,,,58.0,20,True,1,,['scala3'],,,,,
91,scanamo,scanamo/scanamo,db-clients,https://github.com/scanamo/scanamo,https://github.com/scanamo/scanamo,Apache-2.0,2016-02-01 10:58:52,2025-08-12 21:21:13,2025-08-12 21:21:13,2206.0,8.0,125.0,33.0,1616.0,53.0,171.0,320,2025-08-08 10:23:36,4.0.0,,,26.0,Simpler DynamoDB access for Scala.,,,96.0,20,True,2,,['scala3'],,,,2.0,
92,cornichon,agourlay/cornichon,test,https://github.com/agourlay/cornichon,https://github.com/agourlay/cornichon,Apache-2.0,2015-07-27 09:14:49,2025-08-12 16:11:27,2025-08-12 16:11:20,3546.0,46.0,30.0,12.0,775.0,6.0,155.0,230,2025-07-12 05:47:13,0.22.1,,,80.0,Testing tool in Scala for HTTP JSON API.,,,19.0,20,True,2,,,,,,,
93,stryker4s,stryker-mutator/stryker4s,test,https://github.com/stryker-mutator/stryker4s,https://github.com/stryker-mutator/stryker4s,Apache-2.0,2018-06-20 14:14:40,2025-08-13 13:46:48,2025-08-13 13:46:48,1701.0,47.0,36.0,6.0,1638.0,30.0,141.0,202,2025-08-11 10:15:43,0.19.0,,,49.0,Mutation testing for Scala.,,,36.0,20,True,2,,['scala3'],,,,,
94,bleep,oyvindberg/bleep,development-cycle,https://github.com/oyvindberg/bleep,https://github.com/oyvindberg/bleep,MIT,2021-10-15 20:56:47,2025-08-11 08:10:30,2025-07-27 22:26:33,838.0,23.0,24.0,10.0,345.0,60.0,62.0,167,2025-07-27 22:43:54,0.0.13,12021.0,300.0,39.0,A bleeping fast scala build tool!.,,,21.0,20,True,3,,['scala3'],,,,,
95,breeze,scalanlp/breeze,sci,https://github.com/scalanlp/breeze,https://github.com/scalanlp/breeze,Apache-2.0,2009-07-08 23:22:52,2024-08-29 06:08:38,2024-08-29 06:08:38,3747.0,,690.0,204.0,322.0,90.0,452.0,3457,,,,,,Breeze is/was a numerical processing library for Scala.,,,145.0,19,True,2,,['scala3'],,,,,
96,sbt-assembly,sbt/sbt-assembly,sbt,https://github.com/sbt/sbt-assembly,https://github.com/sbt/sbt-assembly,MIT,2011-06-10 05:30:27,2025-03-13 04:04:41,2025-03-13 04:04:41,684.0,,225.0,49.0,191.0,110.0,258.0,1958,2025-01-20 01:16:48,2.3.1,,,23.0,Deploy ber-JARs. Restart processes. (port of codahale/assembly-sbt).,,,85.0,19,True,2,,,,,,,
97,Binding.scala,ThoughtWorksInc/Binding.scala,web-frameworks,https://github.com/ThoughtWorksInc/Binding.scala,https://github.com/ThoughtWorksInc/Binding.scala,MIT,2016-01-06 15:28:52,2025-08-10 00:10:52,2025-03-31 01:04:58,1677.0,,108.0,112.0,472.0,38.0,64.0,1587,2023-01-26 04:19:51,12.2.0,,,82.0,Reactive data-binding for Scala.,,,25.0,19,True,2,,"['scala3', 'scalajs']",,,,,
98,macwire,softwaremill/macwire,di,https://github.com/softwaremill/macwire,https://github.com/softwaremill/macwire,Apache-2.0,2013-03-17 13:20:04,2025-08-05 00:33:24,2025-08-05 00:33:23,876.0,13.0,80.0,55.0,282.0,55.0,73.0,1299,2025-01-27 09:46:19,2.6.6,,,24.0,"Zero-cost, compile-time, type-safe dependency injection library.",,,46.0,19,True,2,,"['scala3', 'scalajs']",,,,,
99,async,scala/scala-async,toolkits,https://github.com/scala/scala-async,https://github.com/scala/scala-async,Apache-2.0,2013-04-01 22:22:27,2025-08-14 09:55:55,2025-08-14 09:55:55,797.0,10.0,90.0,54.0,280.0,12.0,76.0,1157,2021-09-09 21:50:20,1.0.1,,,21.0,An asynchronous programming facility for Scala.,,,28.0,19,True,2,,['scalajs'],,,,,
100,colossus,tumblr/colossus,web-frameworks,https://github.com/tumblr/colossus,https://github.com/tumblr/colossus,Apache-2.0,2014-11-11 16:06:06,2021-08-14 08:40:07,2018-11-08 17:52:05,1325.0,,97.0,76.0,411.0,4.0,270.0,1137,2018-01-24 17:31:20,0.11.0,,,32.0,I/O and Microservice library for Scala.,,,29.0,19,False,2,,,,,,,
101,phantom,outworkers/phantom,db-clients,https://github.com/outworkers/phantom,https://github.com/outworkers/phantom,Apache-2.0,2013-11-19 00:08:32,2023-04-05 09:14:46,2021-08-16 22:07:29,1120.0,,187.0,73.0,512.0,21.0,403.0,1049,2020-08-10 21:50:24,2.59.0,,,53.0,"Schema safe, type-safe, reactive Scala driver for Cassandra/Datastax Enterprise.",,,51.0,19,False,2,,,,,,,
102,scrooge,twitter/scrooge,data,https://github.com/twitter/scrooge,https://github.com/twitter/scrooge,Apache-2.0,2011-08-22 15:17:18,2025-04-02 01:10:55,2025-04-02 01:10:55,1860.0,,248.0,161.0,192.0,44.0,143.0,798,2022-12-26 14:40:41,scrooge-22.12.0,,,77.0,A Thrift parser/generator.,,,234.0,19,True,2,,,,,,,
103,skinny-framework,skinny-framework/skinny-framework,web-frameworks,https://github.com/skinny-framework/skinny-framework,https://github.com/skinny-framework/skinny-framework,MIT,2013-09-24 07:39:24,2022-12-14 08:22:49,2022-12-14 08:22:22,1996.0,,67.0,43.0,287.0,20.0,134.0,736,2022-12-14 08:24:58,4.0.1,13374.0,99.0,100.0,Scala on Rails - A full-stack web app framework for rapid development in Scala.,4.0,4.0,32.0,19,False,2,,,,,,,
104,scala-parser-combinators,scala/scala-parser-combinators,parsers,https://github.com/scala/scala-parser-combinators,https://github.com/scala/scala-parser-combinators,Apache-2.0,2013-08-15 18:35:18,2025-08-12 20:09:42,2025-08-12 20:09:42,1107.0,14.0,131.0,32.0,469.0,24.0,99.0,668,2024-04-18 04:36:44,2.4.0,,,19.0,"simple combinator-based parsing for Scala. formerly part of the Scala standard library, now a separate community-..",,,70.0,19,True,1,,"['scala3', 'scalajs']",,,,,
105,eff,atnos-org/eff,toolkits,https://github.com/atnos-org/eff,https://github.com/atnos-org/eff,MIT,2016-01-04 22:34:26,2025-08-12 07:46:47,2025-08-12 03:24:12,1416.0,26.0,80.0,19.0,877.0,3.0,65.0,588,2025-04-27 10:55:30,8.0.0,,,78.0,Eff monad for cats - https://atnos-org.github.io/eff.,,,43.0,19,True,2,,"['scala3', 'scalajs']",,,,,
106,scalamock,paulbutcher/scalamock,test,https://github.com/scalamock/scalamock,https://github.com/scalamock/scalamock,MIT,2011-10-24 21:32:02,2025-08-06 10:53:01,2025-08-06 10:32:22,940.0,24.0,102.0,19.0,422.0,4.0,242.0,543,2025-08-06 10:36:22,7.4.1,,,32.0,Native Scala mocking framework.,,,40.0,19,True,3,,['scalajs'],,,,,scalamock/scalamock
107,sparta,Stratio/sparta,bigdata,https://github.com/Stratio/sparta,https://github.com/Stratio/sparta,Apache-2.0,2015-02-04 08:04:40,2019-10-24 06:32:21,2019-10-24 06:28:20,3643.0,,192.0,136.0,1360.0,9.0,534.0,528,2017-05-31 09:56:04,1.5.0,,,61.0,Real Time Analytics and Data Pipelines based on Spark Streaming.,,,41.0,19,False,3,,,,,,,
108,mima,lightbend/mima,sbt,https://github.com/lightbend-labs/mima,https://github.com/lightbend-labs/mima,Apache-2.0,2012-05-24 14:08:57,2025-08-13 05:38:32,2025-08-13 05:38:31,1658.0,20.0,72.0,16.0,645.0,31.0,190.0,477,2024-08-09 02:29:56,1.1.4,,,33.0,A tool for catching binary incompatibility in Scala.,,,50.0,19,True,2,,['scala3'],,,,,lightbend-labs/mima
109,zio-json,zio/zio-json,json,https://github.com/zio/zio-json,https://github.com/zio/zio-json,Apache-2.0,2020-07-03 16:46:04,2025-08-12 02:44:00,2025-08-12 02:43:51,846.0,39.0,149.0,19.0,1265.0,72.0,121.0,425,2025-06-19 06:59:02,0.7.44,,,77.0,"Fast, secure JSON library with tight ZIO integration.",,,75.0,19,True,2,,"['zio', 'scala3', 'scalajs']",,,,-1.0,
110,play-json,playframework/play-json,json,https://github.com/playframework/play-json,https://github.com/playframework/play-json,Apache-2.0,2016-12-06 03:45:35,2025-08-12 05:07:12,2025-07-19 09:44:21,1456.0,23.0,141.0,16.0,1066.0,58.0,100.0,368,2025-06-30 16:24:49,3.0.5,,,26.0,The Play JSON library.,,,69.0,19,True,2,,"['scala3', 'scalajs', 'play']",,,,,
111,scalaxb,eed3si9n/scalaxb,http,https://github.com/eed3si9n/scalaxb,https://github.com/eed3si9n/scalaxb,MIT,2010-02-05 05:50:50,2025-03-14 03:30:17,2025-03-14 03:30:14,1385.0,,159.0,22.0,240.0,161.0,289.0,341,2025-02-06 04:40:32,1.12.2,,,23.0,scalaxb is an XML data binding tool for Scala.,,,71.0,19,True,2,,,,,,,
112,scalatra,scalatra/scalatra,web-frameworks,https://github.com/scalatra/scalatra,https://github.com/scalatra/scalatra,,2009-05-31 09:20:32,2025-08-14 13:29:22,2025-08-14 13:29:15,4216.0,23.0,340.0,81.0,1406.0,71.0,381.0,2652,,,,,,"Tiny Scala high-performance, async web framework, inspired by Sinatra.",,,138.0,18,False,3,,['scala3'],,,,,
113,enumeratum,lloydmeta/enumeratum,toolkits,https://github.com/lloydmeta/enumeratum,https://github.com/lloydmeta/enumeratum,MIT,2014-12-05 10:49:34,2025-05-23 12:50:30,2025-05-23 12:49:52,571.0,3.0,151.0,24.0,288.0,38.0,114.0,1207,2025-05-23 12:51:15,enumeratum-1.9.0,,,78.0,"A type-safe, reflection-free, powerful enumeration implementation for Scala with exhaustive pattern match warnings and..",,,95.0,18,True,3,,"['scala3', 'scalajs']",,,,,
114,fastparse,com-lihaoyi/fastparse,parsers,https://github.com/com-lihaoyi/fastparse,https://github.com/com-lihaoyi/fastparse,MIT,2014-11-29 08:35:28,2025-07-11 01:21:31,2025-07-11 01:21:31,963.0,1.0,165.0,32.0,169.0,21.0,135.0,1122,2021-09-07 10:21:47,2.3.3,,,2.0,Writing Fast Parsers Fast in Scala.,,,54.0,18,True,2,,"['scala3', 'scalajs']",,,,,
115,bidmach,biddata/bidmach,bigdata,https://github.com/BIDData/BIDMach,https://github.com/BIDData/BIDMach,BSD-3-Clause,2012-10-22 03:17:08,2022-10-04 23:35:03,2020-06-03 05:15:57,3024.0,,171.0,86.0,61.0,67.0,90.0,916,2017-03-26 04:20:02,1.1.2,,,9.0,CPU and GPU-accelerated Machine Learning Library.,,,45.0,18,False,3,,,,,,,
116,sbt-scoverage,scoverage/sbt-scoverage,sbt,https://github.com/scoverage/sbt-scoverage,https://github.com/scoverage/sbt-scoverage,Apache-2.0,2014-05-16 00:58:21,2025-08-03 09:12:43,2025-08-03 09:12:43,828.0,2.0,158.0,28.0,333.0,39.0,232.0,654,2025-02-20 17:17:28,2.3.1,,,47.0,sbt plugin for scoverage.,,,77.0,18,True,2,,,,,,,
117,testcontainers-scala,testcontainers/testcontainers-scala,test,https://github.com/testcontainers/testcontainers-scala,https://github.com/testcontainers/testcontainers-scala,MIT,2017-01-16 08:12:30,2025-06-22 13:48:44,2025-06-22 13:48:44,789.0,29.0,130.0,17.0,385.0,42.0,76.0,654,2025-03-11 01:35:45,0.43.0,,,6.0,Docker containers for testing in scala.,,,90.0,18,True,3,,['scala3'],,,,,
118,sbt-release,sbt/sbt-release,sbt,https://github.com/sbt/sbt-release,https://github.com/sbt/sbt-release,Apache-2.0,2011-10-15 19:00:45,2025-08-12 05:47:24,2025-08-09 23:57:05,615.0,9.0,162.0,24.0,304.0,86.0,102.0,653,2024-01-23 01:19:43,1.4.0,,,5.0,A release plugin for sbt.,,,66.0,18,True,2,,,,,,,
119,scala-graph,scala-graph/scala-graph,toolkits,https://github.com/scala-graph/scala-graph,https://github.com/scala-graph/scala-graph,Apache-2.0,2013-01-29 16:21:11,2025-08-14 11:32:14,2025-08-14 11:16:10,801.0,31.0,74.0,31.0,252.0,8.0,116.0,575,2024-10-11 10:46:33,2.0.2,,,2.0,Graph for Scala is intended to provide basic graph functionality seamlessly fitting into the Scala Collection Library...,,,21.0,18,True,3,,['scalajs'],,,,,
120,jackson-module-scala,FasterXML/jackson-module-scala,json,https://github.com/FasterXML/jackson-module-scala,https://github.com/FasterXML/jackson-module-scala,Apache-2.0,2010-11-29 23:01:08,2025-08-14 09:47:40,2025-08-14 09:46:31,1883.0,33.0,143.0,27.0,238.0,50.0,474.0,504,,,,,,Add-on module for Jackson (https://github.com/FasterXML/jackson) to support Scala-specific datatypes.,,,61.0,18,True,2,,['scala3'],,,,,
121,utest,com-lihaoyi/utest,test,https://github.com/com-lihaoyi/utest,https://github.com/com-lihaoyi/utest,MIT,2014-01-27 03:12:39,2025-07-30 04:16:14,2025-07-30 04:16:13,740.0,28.0,88.0,14.0,251.0,14.0,131.0,503,2025-07-29 04:38:21,0.9.0,,,21.0,A simple testing framework for Scala.,,,54.0,18,True,3,,"['scala3', 'scalajs']",,,,,
122,metrics-scala,erikvanoosten/metrics-scala,others,https://github.com/erikvanoosten/metrics-scala,https://github.com/erikvanoosten/metrics-scala,Apache-2.0,2012-09-10 17:53:21,2025-08-09 10:31:08,2025-08-09 10:31:08,2448.0,12.0,61.0,12.0,515.0,1.0,74.0,427,2019-06-04 12:08:41,4.0.6,,,12.0,The scala API for Dropwizards Metrics.,,,90.0,18,True,1,,['scala3'],,,,,
123,mockito-scala,mockito/mockito-scala,test,https://github.com/mockito/mockito-scala,https://github.com/mockito/mockito-scala,MIT,2018-06-23 16:45:29,2025-08-12 17:49:17,2025-08-12 17:49:17,932.0,33.0,60.0,16.0,455.0,25.0,102.0,359,2025-05-29 06:57:19,2.0.0,,,51.0,Mockito for Scala language.,,,31.0,18,True,3,,,,,,,
124,sbt-microsites,47degrees/sbt-microsites,sbt,https://github.com/47degrees/sbt-microsites,https://github.com/47degrees/sbt-microsites,Apache-2.0,2016-09-05 23:33:02,2025-07-21 05:20:16,2024-04-29 05:19:30,1290.0,,61.0,49.0,698.0,18.0,122.0,320,2023-11-10 13:36:09,1.4.4,,,79.0,An sbt plugin to create awesome microsites for your project.,,,76.0,18,True,2,,,,,,,
125,sbt-ci-release,sbt/sbt-ci-release,sbt,https://github.com/sbt/sbt-ci-release,https://github.com/sbt/sbt-ci-release,Apache-2.0,2018-06-10 21:45:29,2025-08-12 19:38:42,2025-08-12 19:38:42,589.0,38.0,78.0,10.0,300.0,9.0,85.0,302,2025-06-02 01:30:57,1.11.1,,,37.0,sbt plugin to automate Sonatype releases from GitHub Actions.,,,66.0,18,True,2,,,,,,,
126,openai-scala-client,cequence-io/openai-scala-client,sci,https://github.com/cequence-io/openai-scala-client,https://github.com/cequence-io/openai-scala-client,MIT,2023-01-25 10:09:04,2025-08-11 09:44:39,2025-08-11 09:44:38,1026.0,25.0,31.0,10.0,51.0,8.0,43.0,230,2025-04-24 11:00:17,1.2.0,,,18.0,Scala client for OpenAI API and other major LLM providers.,6.0,,9.0,18,True,2,io.cequence:openai-scala-client_2.13,['scala3'],https://search.maven.org/artifact/io.cequence/openai-scala-client_2.13,2025-04-23 14:42:04,6.0,,
127,play-ws,playframework/play-ws,http,https://github.com/playframework/play-ws,https://github.com/playframework/play-ws,Apache-2.0,2016-12-07 23:00:14,2025-08-11 23:17:44,2025-08-11 22:49:59,1272.0,29.0,89.0,15.0,912.0,76.0,83.0,226,2025-02-23 13:09:06,3.0.7,,,34.0,"Standalone Play WS, an async HTTP client with fluent API.",,,50.0,18,True,2,,"['scala3', 'play']",,,,,
128,sbt-scalafmt,scalameta/sbt-scalafmt,sbt,https://github.com/scalameta/sbt-scalafmt,https://github.com/scalameta/sbt-scalafmt,Apache-2.0,2018-06-10 21:10:13,2025-08-14 17:51:41,2025-08-14 17:51:40,346.0,12.0,47.0,9.0,307.0,1.0,72.0,218,2025-06-30 04:41:28,2.5.5,,,28.0,sbt plugin for Scalafmt.,,,30.0,18,True,2,,,,,,,
129,neotypes,neotypes/neotypes,db-clients,https://github.com/neotypes/neotypes,https://github.com/neotypes/neotypes,MIT,2018-11-11 19:33:08,2025-07-23 23:37:03,2025-07-23 23:37:02,1418.0,25.0,37.0,6.0,840.0,13.0,57.0,173,2025-06-08 04:34:01,1.2.2,,,22.0,"Scala lightweight, type-safe, asynchronous driver for neo4j.",,,18.0,18,True,2,,,,,,,
