,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,maven_id,labels,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending
269,rtree2d,plokhotnyuk/rtree2d,others,https://github.com/plokhotnyuk/rtree2d,https://github.com/plokhotnyuk/rtree2d,Apache-2.0,2018-05-07 15:52:10,2023-12-01 20:02:34,2023-11-18 07:03:07,705.0,6.0,11.0,11.0,461.0,8.0,10.0,126,2022-10-13 10:21:18,0.11.12,,,26.0,RTree2D is a 2D immutable R-tree for ultra-fast nearest and intersection queries in plane and spherical coordinates.,,,6.0,12,True,3,,"['scala3', 'scalajs']",,,,
270,fastring,atry/fastring,env,https://github.com/Atry/fastring,https://github.com/Atry/fastring,Apache-2.0,2012-11-25 07:09:25,2023-12-31 01:02:45,2023-07-15 18:09:07,532.0,,9.0,8.0,215.0,3.0,4.0,124,2018-03-26 01:49:18,1.0.0,,,4.0,Extremely fast string formatting.,,,7.0,12,True,2,,['scalajs'],,,,
271,laserdisc,laserdisc-io/laserdisc,db-clients,https://github.com/laserdisc-io/laserdisc,https://github.com/laserdisc-io/laserdisc,MIT,2018-06-05 09:07:12,2023-11-18 06:11:00,2023-11-18 06:11:00,678.0,6.0,14.0,6.0,748.0,14.0,11.0,90,2022-11-22 23:17:24,0.6.0,,,21.0,A Future-free Fs2 native pure FP Redis client.,,,11.0,12,True,3,,['scalajs'],,,,
272,gallia-core,galliaproject/gallia-core,bigdata,https://github.com/galliaproject/gallia-core,https://github.com/galliaproject/gallia-core,Apache-2.0,2021-02-05 18:36:52,2024-01-02 02:04:06,2024-01-02 02:04:01,455.0,29.0,4.0,6.0,,,1.0,79,2023-09-19 17:39:03,0.5.0,,,5.0,A schema-aware Scala library for data transformation.,,,1.0,12,True,3,,,,,,
273,franklin,azavea/franklin,others,https://github.com/azavea/franklin,https://github.com/azavea/franklin,Apache-2.0,2019-11-05 11:43:39,2023-12-09 14:13:51,2023-12-09 14:13:51,1039.0,34.0,18.0,13.0,1410.0,96.0,101.0,71,,,,,,A STAC/OGC API Features Web Service.,,,12.0,12,True,3,,,,,,
274,proto,zero-deps/proto,data,https://github.com/zero-deps/proto,https://github.com/zero-deps/proto,MIT,2019-03-15 13:27:19,2024-01-04 15:16:08,2024-01-04 15:15:43,334.0,3.0,3.0,7.0,10.0,,19.0,33,2022-06-28 20:48:49,2.1.2,,,17.0,Lightweight and fast serialization library for Scala 2/3 based on Protocol Buffers with macros.,,,7.0,12,True,3,,['scala3'],,,,
275,curiodb,stephenmcd/curiodb,distributed,https://github.com/stephenmcd/curiodb,https://github.com/stephenmcd/curiodb,BSD-2-Clause,2015-04-26 01:47:43,2018-11-04 22:44:22,2018-11-04 22:44:21,139.0,,44.0,35.0,19.0,5.0,7.0,513,,,,,,Distributed NoSQL Database.,,,6.0,11,False,3,,,,,,
276,akka-tracing,levkhomich/akka-tracing,distributed,https://github.com/levkhomich/akka-tracing,https://github.com/levkhomich/akka-tracing,,2014-03-15 20:15:30,2018-01-31 15:10:20,2018-01-13 12:03:50,355.0,,35.0,28.0,18.0,22.0,75.0,315,,,,,,"A distributed tracing extension for Akka. Provides integration with Play framework, Spray and Akka HTTP.",,,8.0,11,False,3,,,,,,
277,reactive,nafg/reactive,web-frameworks,https://github.com/nafg/reactive,https://github.com/nafg/reactive,,2010-05-27 23:21:42,2023-09-26 16:51:31,2021-02-28 04:06:13,1147.0,,41.0,19.0,143.0,29.0,53.0,215,,,,,,A simple FRP library and a web UI framework built on it.,,,11.0,11,False,3,,['scalajs'],,,,
278,scalive,xitrum-framework/scalive,test,https://github.com/xitrum-framework/scalive,https://github.com/xitrum-framework/scalive,MIT,2014-01-28 08:11:24,2019-01-30 13:34:32,2019-01-30 13:34:25,125.0,,13.0,18.0,3.0,8.0,12.0,200,2019-01-30 13:24:43,1.7.0,633.0,5.0,8.0,Connect a Scala REPL to running JVM processes without any prior setup.,,,4.0,11,False,3,,,,,,
279,scala-forklift,lastland/scala-forklift,db-clients,https://github.com/lastland/scala-forklift,https://github.com/lastland/scala-forklift,,2015-08-18 16:26:21,2022-09-06 13:51:34,2020-04-24 19:30:57,274.0,,30.0,11.0,21.0,13.0,19.0,190,2016-08-10 07:04:47,0.2.3,,,3.0,"Type-safe data migration tool for Slick, Git and beyond.",,,10.0,11,False,3,,,,,,
280,scalacollider,sciss/scalacollider,media,https://github.com/sciss/scalacollider,https://github.com/sciss/scalacollider,AGPL-3.0,2009-12-10 16:39:10,2021-10-24 16:34:30,,,,19.0,,,8.0,,186,,,,,,A Scala sound synthesis library based on SuperCollider.,,,2.0,11,False,2,,"['scala3', 'scalajs']",,,,
281,numsca,botkop/numsca,sci,https://github.com/botkop/numsca,https://github.com/botkop/numsca,BSD-2-Clause,2017-12-06 10:18:37,2023-01-30 06:59:54,2023-01-30 06:59:54,74.0,,17.0,18.0,3.0,3.0,7.0,182,2020-04-19 10:21:27,0.1.7,,,7.0,numsca is numpy for scala.,,,,11,True,3,,,,,,
282,log4s,Log4s/log4s,logging,https://github.com/Log4s/log4s,https://github.com/Log4s/log4s,,2013-04-28 07:57:48,2022-07-08 02:08:50,2022-07-08 02:08:50,378.0,,24.0,9.0,62.0,8.0,21.0,172,,,,,,High-performance SLF4J wrapper for Scala.,,,14.0,11,False,3,,"['scala3', 'scalajs']",,,,
283,scala-records,scala-records/scala-records,toolkits,https://github.com/scala-records/scala-records,https://github.com/scala-records/scala-records,BSD-3-Clause,2014-06-17 09:59:57,2019-06-10 22:59:35,2019-06-10 22:59:34,224.0,,13.0,19.0,77.0,19.0,46.0,160,,,,,,Labeled records for Scala based on structural refinement types and macros.,,,11.0,11,False,3,,['scalajs'],,,,
284,parapet,parapet-io/parapet,distributed,https://github.com/parapet-io/parapet,https://github.com/parapet-io/parapet,Apache-2.0,2019-07-27 19:08:31,2023-04-30 02:37:57,2023-04-30 02:37:57,326.0,,7.0,12.0,30.0,8.0,18.0,136,2022-02-24 07:02:23,0.0.1-RC6,,,5.0,A purely functional library to build distributed and event-driven systems.,,,5.0,11,True,3,,,,,,
285,ScalaJack,gzoller/ScalaJack,json,https://github.com/gzoller/ScalaJack,https://github.com/gzoller/ScalaJack,MIT,2013-06-17 20:20:56,2023-12-11 04:30:43,2022-11-15 00:50:56,923.0,,8.0,12.0,182.0,2.0,49.0,111,,,,,,Fast JSON parser/generator for Scala.,,,13.0,11,True,3,,['scala3'],,,,
286,scala-jsonapi,scala-jsonapi/scala-jsonapi,json,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,MIT,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135.0,,24.0,29.0,52.0,16.0,34.0,109,,,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",,,20.0,11,False,3,,,,,,
287,scalafiddle-editor,scalafiddle/scalafiddle-editor,others,https://github.com/scalafiddle/scalafiddle-editor,https://github.com/scalafiddle/scalafiddle-editor,Apache-2.0,2016-08-01 18:16:47,2020-02-09 21:22:50,2020-02-09 21:22:48,174.0,,38.0,3.0,49.0,17.0,26.0,101,,,,,,Web user interface for ScalaFiddle.,,,20.0,11,False,3,,,,,,
288,lolhttp,criteo/lolhttp,http,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2023-12-01 15:29:46,2023-07-17 16:35:50,126.0,,18.0,19.0,201.0,29.0,8.0,93,2023-07-17 16:37:14,0.13.6,,,31.0,An HTTP Server and Client library for Scala.,,,20.0,11,True,3,,,,,,
289,fintrospect,daviddenton/fintrospect,http,https://github.com/daviddenton/fintrospect,https://github.com/daviddenton/fintrospect,Apache-2.0,2015-03-01 20:31:11,2020-08-26 11:42:43,2020-08-26 11:42:38,1752.0,,9.0,8.0,23.0,3.0,26.0,91,,,,,,"Implement fast, type-safe HTTP webservices for Finagle.",,,5.0,11,False,3,,,,,,
290,fast-string-interpolator,plokhotnyuk/fast-string-interpolator,env,https://github.com/plokhotnyuk/fast-string-interpolator,https://github.com/plokhotnyuk/fast-string-interpolator,Apache-2.0,2018-03-06 17:45:04,2023-11-19 20:28:01,2023-11-18 07:59:22,365.0,1.0,6.0,15.0,263.0,2.0,5.0,86,2022-10-13 08:37:27,0.6.3,,,11.0,Scala macro that generates ultra-fast string interpolators.,,,7.0,11,True,2,,"['scala3', 'scalajs']",,,,
291,osm4scala,simplexspatial/osm4scala,others,https://github.com/simplexspatial/osm4scala,https://github.com/simplexspatial/osm4scala,MIT,2016-05-17 20:15:23,2023-10-27 16:37:18,2022-09-08 17:18:54,266.0,,16.0,5.0,41.0,25.0,47.0,77,2022-09-08 17:30:18,1.0.11,42.0,0.0,9.0,Scala and Spark library focused on reading OpenStreetMap Pbf files.,,,4.0,11,True,3,,,,,,
292,couchdb-scala,beloglazov/couchdb-scala,db-clients,https://github.com/beloglazov/couchdb-scala,https://github.com/beloglazov/couchdb-scala,Apache-2.0,2015-01-15 23:10:06,2018-11-13 12:48:24,2017-08-05 07:34:18,236.0,,18.0,6.0,33.0,18.0,31.0,65,2016-05-08 00:58:39,0.7.2,,,7.0,A purely functional Scala client for CouchDB.,,,2.0,11,False,3,,,,,,
293,sbt-ide-settings,Jetbrains/sbt-ide-settings,sbt,https://github.com/JetBrains/sbt-ide-settings,https://github.com/JetBrains/sbt-ide-settings,Apache-2.0,2015-02-13 12:06:38,2023-10-10 08:48:22,2023-10-10 08:08:15,40.0,6.0,7.0,22.0,2.0,8.0,6.0,57,2023-02-06 17:13:32,1.1.1,,,4.0,SBT plugin for tweaking various IDE settings.,,,7.0,11,True,3,,,,,,
294,scowl,phenoscape/scowl,others,https://github.com/phenoscape/scowl,https://github.com/phenoscape/scowl,MIT,2013-05-10 18:08:52,2023-10-24 23:26:36,2022-03-30 19:07:24,243.0,,9.0,9.0,163.0,8.0,4.0,55,2022-03-30 16:58:35,1.4.1,,,9.0,A Scala DSL for programming with the OWL API.,,,3.0,11,False,3,,['scala3'],,,,
295,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,sbt,https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2023-12-31 00:08:48,2023-07-15 17:53:48,495.0,,3.0,12.0,194.0,3.0,2.0,36,2021-11-22 07:29:41,4.1.1,,,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,,,4.0,11,True,3,,['scalajs'],,,,
296,gridscale,openmole/gridscale,bigdata,https://github.com/openmole/gridscale,https://github.com/openmole/gridscale,AGPL-3.0,2012-09-28 10:13:23,2023-12-07 16:36:28,2023-12-07 16:36:12,1124.0,10.0,8.0,8.0,12.0,5.0,8.0,26,,,,,,"Scala library for accessing various file, batch systems, job schedulers and grid middlewares.",,,5.0,11,True,3,,['scala3'],,,,
297,sharaf,sake92/sharaf,web-frameworks,https://github.com/sake92/sharaf,https://github.com/sake92/sharaf,Apache-2.0,2023-04-06 01:38:35,2023-12-29 09:15:57,2023-12-29 09:14:58,162.0,84.0,1.0,3.0,2.0,,,22,,,,,,Minimalistic Scala 3 web framework.,,,,11,True,3,,['scala3'],,,,2.0
298,subcut,dickwall/subcut,di,https://github.com/dickwall/subcut,https://github.com/dickwall/subcut,,2011-05-30 23:58:27,2020-10-12 22:18:41,2018-05-17 21:40:26,92.0,,33.0,25.0,17.0,8.0,21.0,405,,,,,,Scala Uniquely Bound Classes Under Traits.,,,11.0,10,False,3,,,,,,
299,replesent,marconilanna/replesent,others,https://github.com/marconilanna/REPLesent,https://github.com/marconilanna/REPLesent,Apache-2.0,2015-02-02 02:37:44,2019-10-02 19:39:29,2019-08-27 14:36:48,73.0,,34.0,14.0,13.0,5.0,,403,,,,,,A neat little tool to build presentations using the Scala REPL.,,,9.0,10,False,3,,,,,,
300,scalatex,lihaoyi/scalatex,env,https://github.com/lihaoyi/Scalatex,https://github.com/lihaoyi/Scalatex,,2014-12-19 04:14:12,2020-02-21 06:44:18,2020-02-21 06:44:18,232.0,,35.0,15.0,32.0,29.0,21.0,288,,,,,,"Programmable, Typesafe Document Generation.",,,16.0,10,False,2,,['scalajs'],,,,
301,libra,to-ithaca/libra,sci,https://github.com/to-ithaca/libra,https://github.com/to-ithaca/libra,,2017-03-01 13:42:38,2023-11-11 23:26:07,2021-02-28 00:36:23,143.0,,26.0,11.0,190.0,25.0,23.0,200,,,,,,A dimensional analysis library based on dependent types.,,,10.0,10,False,3,,['scalajs'],,,,
302,octopus,krzemin/octopus,data,https://github.com/krzemin/octopus,https://github.com/krzemin/octopus,Apache-2.0,2016-12-10 16:51:09,2023-09-12 19:50:05,2020-11-04 07:51:59,121.0,,22.0,8.0,113.0,13.0,8.0,150,,,,,,Scala library for boilerplate-free validation.,,,9.0,10,False,3,,['scalajs'],,,,
303,sbt-groll,sbt/sbt-groll,sbt,https://github.com/sbt/sbt-groll,https://github.com/sbt/sbt-groll,Apache-2.0,2012-10-21 20:43:30,2021-12-17 12:41:12,2021-12-17 12:40:44,126.0,,8.0,8.0,23.0,1.0,4.0,134,2021-12-17 12:41:14,7.1.0,,,3.0,sbt plugin to roll the Git history.,,,8.0,10,False,3,,,,,,
304,clustering4ever,clustering4ever/clustering4ever,sci,https://github.com/Clustering4Ever/Clustering4Ever,https://github.com/Clustering4Ever/Clustering4Ever,Apache-2.0,2018-03-26 19:58:12,2021-01-26 19:43:10,2021-01-26 19:39:17,269.0,,13.0,21.0,14.0,,,127,,,,,,"C4E, a JVM friendly library written in Scala for both local and distributed (Spark) Clustering.",,,5.0,10,False,3,,,,,,
305,roshttp,hmil/roshttp,http,https://github.com/hmil/RosHTTP,https://github.com/hmil/RosHTTP,MIT,2016-02-26 12:29:57,2021-06-06 09:38:29,2021-06-06 09:38:29,135.0,,24.0,5.0,49.0,18.0,28.0,125,,,,,,Unified Scala.js + Scala HTTP client API.,,,13.0,10,False,3,,['scalajs'],,,,
306,miniboxing-plugin,miniboxing/miniboxing-plugin,others,https://github.com/miniboxing/miniboxing-plugin,https://github.com/miniboxing/miniboxing-plugin,,2012-04-26 09:52:25,2020-04-11 22:53:02,2020-04-11 22:53:01,1143.0,,17.0,12.0,31.0,45.0,177.0,121,,,,,,Miniboxing is a program transformation that improves the performance of Scala generics when used with primitive types...,,,14.0,10,False,3,,,,,,
307,beard,zalando/beard,templating,https://github.com/zalando/beard,https://github.com/zalando/beard,,2015-07-09 09:11:25,2023-11-13 14:22:01,2023-11-13 14:22:01,241.0,1.0,30.0,20.0,55.0,,32.0,121,,,,,,"A lightweight, logicless templating engine, written in Scala and inspired by Mustache.",,,25.0,10,False,3,,,,,,
308,longevity,longevityframework/longevity,db-clients,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216.0,,5.0,12.0,8.0,36.0,4.0,104,2018-07-01 17:41:25,0.27.0,,,35.0,A Persistence Framework for Scala and NoSQL.,,,3.0,10,False,3,,,,,,
309,moultingyaml,jcazevedo/moultingyaml,csv-yaml,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171.0,,33.0,6.0,28.0,18.0,8.0,98,,,,,,Scala wrapper for SnakeYAML.,,,13.0,10,False,3,,,,,,
310,pushka,fomkin/pushka,json,https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88.0,,9.0,7.0,26.0,10.0,25.0,81,,,,,14.0,ABANDONED Pure Scala serialization library with annotations.,,,6.0,10,False,3,,['scalajs'],,,,
311,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,sbt,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41.0,,3.0,5.0,4.0,5.0,11.0,27,2021-04-28 13:50:29,0.1.5,,,5.0,SBT deploy plugin.,,,6.0,10,False,3,,,,,,
312,ninny-json,nrktkt/ninny-json,json,https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2023-11-21 19:09:27,2023-11-21 19:09:27,102.0,2.0,5.0,2.0,53.0,7.0,4.0,21,2023-09-28 21:50:34,0.8.2,,,28.0,JSON typeclasses that know the difference between null and absent fields.,,,3.0,10,True,3,,['scala3'],,,,
313,scurl-detector,lambdaworks/scurl-detector,others,https://github.com/lambdaworks/scurl-detector,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41,2023-12-09 16:21:19,2023-12-09 16:19:27,143.0,13.0,2.0,8.0,139.0,1.0,9.0,17,2023-04-24 16:29:18,1.1.0,,,2.0,Scala library that detects and extracts URLs from text.,,,7.0,10,True,3,io.lambdaworks:scurl-detector_3,['scala3'],https://search.maven.org/artifact/io.lambdaworks/scurl-detector_3,2023-04-24 16:29:18,,
314,jose,blackdoor/jose,sec,https://github.com/blackdoor/jose,https://github.com/blackdoor/jose,Unlicense,2018-11-05 17:36:11,2023-12-09 14:18:34,2023-07-14 15:27:24,85.0,,5.0,3.0,97.0,9.0,4.0,15,2021-05-21 01:22:10,0.4.5,,,21.0,Extensible JOSE library for Scala.,,,4.0,10,True,3,,['scala3'],,,,
315,managerial,dvgica/managerial,others,https://github.com/dvgica/managerial,https://github.com/dvgica/managerial,Apache-2.0,2021-05-29 03:28:20,2023-11-17 16:57:58,2023-11-17 16:57:57,399.0,17.0,2.0,1.0,154.0,,,13,2023-07-06 04:09:02,0.9.1,,,7.0,A zero-dependency Scala library for managing resources monadically.,,,3.0,10,False,3,,['scala3'],,,,
316,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,Apache-2.0,2022-08-28 09:13:41,2023-10-16 18:48:55,2023-10-16 18:48:48,206.0,5.0,,3.0,,,,6,2023-10-16 18:35:37,0.7.0,,,8.0,Molecule translates custom Scala code to database queries for multiple databases.,,,,10,False,3,,"['scala3', 'scalajs']",,,,-2.0
317,scala-trace-debug,johnreedlol/scala-trace-debug,env,https://github.com/JohnReedLOL/scala-trace-debug,https://github.com/JohnReedLOL/scala-trace-debug,MIT,2016-03-24 06:33:02,2019-12-16 14:15:10,2019-12-16 14:15:09,490.0,,5.0,7.0,10.0,3.0,14.0,115,,,,,,Macro based print debugging. Locates log statements in your IDE.,,,3.0,9,False,3,,,,,,
318,schemer,indix/schemer,bigdata,https://github.com/indix/schemer,https://github.com/indix/schemer,Apache-2.0,2017-11-24 10:35:28,2020-03-05 19:19:48,2019-07-11 10:25:58,118.0,,6.0,17.0,3.0,,,111,2017-12-04 07:01:25,0.2.3,,,1.0,"Schema registry for CSV, TSV, JSON, AVRO and Parquet schema. Supports schema inference and GraphQL API.",,,4.0,9,False,3,,,,,,
319,sbt-ghpages,sbt/sbt-ghpages,sbt,https://github.com/sbt/sbt-ghpages,https://github.com/sbt/sbt-ghpages,,2012-05-16 15:21:19,2023-12-17 02:05:35,2023-12-17 02:05:35,175.0,5.0,18.0,8.0,94.0,17.0,13.0,94,2022-12-06 06:47:04,0.7.0,,,1.0,"git, site and ghpages support for sbt projects.",,,20.0,9,False,3,,,,,,
320,sbt-javacv,bytedeco/sbt-javacv,media,https://github.com/bytedeco/sbt-javacv,https://github.com/bytedeco/sbt-javacv,MIT,2016-03-20 10:10:42,2018-12-22 14:05:22,2018-12-22 14:05:25,55.0,,14.0,8.0,13.0,2.0,6.0,90,2018-12-22 14:00:40,1.17,,,13.0,"Start using OpenCV in your JVM project in just 1 line, no separate compiling, installing OpenCV, or fussing with your..",,,4.0,9,False,3,,,,,,
321,blindsight,tersesystems/blindsight,logging,https://github.com/tersesystems/blindsight,https://github.com/tersesystems/blindsight,,2020-03-16 03:06:57,2023-12-05 21:13:48,2023-10-29 16:51:02,395.0,1.0,6.0,5.0,455.0,14.0,27.0,84,2023-03-12 22:32:23,2.0.0,,,1.0,"Blindsight is a Scala logging API with DSL based structured logging, fluent logging, semantic logging, flow logging,..",,,3.0,9,False,3,,['scala3'],,,,
322,lomrf,anskarl/lomrf,sci,https://github.com/anskarl/LoMRF,https://github.com/anskarl/LoMRF,Apache-2.0,2014-05-24 22:29:28,2020-03-01 14:49:27,2020-03-01 14:49:08,545.0,,18.0,10.0,5.0,,19.0,80,,,,,,LoMRF is an open-source implementation of Markov Logic Networks.,,,9.0,9,False,3,,,,,,
323,axle,axlelang/axle,sci,https://github.com/axlelang/axle,https://github.com/axlelang/axle,,2011-02-21 23:18:53,2023-05-28 04:37:06,2023-05-28 04:37:04,4482.0,,9.0,5.0,241.0,,21.0,67,,,,,,Axle Domain Specific Language for Scientific Cloud Computing and Visualization.,,,7.0,9,False,3,,,,,,
324,glokka,xitrum-framework/glokka,distributed,https://github.com/xitrum-framework/glokka,https://github.com/xitrum-framework/glokka,MIT,2013-07-15 21:36:00,2021-01-16 16:55:48,2021-01-16 16:55:41,112.0,,4.0,9.0,1.0,4.0,26.0,56,,,,,,Library to register and lookup actors by names in an Akka cluster.,,,3.0,9,False,3,,,,,,
325,lucene4s,outr/lucene4s,db-clients,https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2021-07-18 01:06:33,2021-05-17 19:36:10,153.0,,18.0,7.0,16.0,2.0,8.0,54,,,,,,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,,,5.0,9,False,3,,"['scala3', 'scalajs']",,,,
326,scallion,epfl-lara/scallion,parsers,https://github.com/epfl-lara/scallion,https://github.com/epfl-lara/scallion,Apache-2.0,2019-05-24 20:22:52,2022-10-16 15:31:05,2022-10-03 15:48:20,284.0,,15.0,12.0,10.0,3.0,2.0,52,2022-10-16 15:31:05,0.6,423.0,28.0,1.0,LL(1) parser combinators in Scala.,,,8.0,9,True,3,,,,,,
327,scaposer,xitrum-framework/scaposer,others,https://github.com/xitrum-framework/scaposer,https://github.com/xitrum-framework/scaposer,MIT,2011-09-09 01:02:13,2023-12-18 18:08:10,2019-07-04 11:49:52,113.0,,8.0,9.0,10.0,2.0,14.0,38,,,,,,GNU Gettext .po file loader for Scala.,,,9.0,9,False,3,,,,,,
328,media4s,outr/media4s,media,https://github.com/outr/media4s,https://github.com/outr/media4s,MIT,2016-09-28 20:04:06,2023-12-29 17:38:03,2023-12-29 17:37:53,59.0,1.0,4.0,6.0,4.0,,3.0,32,2023-02-13 02:15:20,1.0.18,,,1.0,"Scala command-line wrapper around ffmpeg, ffprobe, ImageMagick, and other tools relating to media.",,,3.0,9,True,3,,,,,,
329,sparkplug,indix/sparkplug,bigdata,https://github.com/indix/sparkplug,https://github.com/indix/sparkplug,Apache-2.0,2017-10-13 11:35:57,2020-05-15 09:11:07,2020-05-15 09:01:41,90.0,,2.0,7.0,5.0,,,28,2020-05-15 09:11:07,0.6.0,,,8.0,Spark package to plug holes in data using SQL based rules.,,,8.0,9,False,3,,,,,,
330,ReactiveCouchbase-rs-core,ReactiveCouchbase/ReactiveCouchbase-rs-core,db-clients,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,Apache-2.0,2017-02-08 08:16:45,2018-04-23 09:37:17,2018-04-23 09:35:53,131.0,,10.0,7.0,13.0,8.0,11.0,26,2017-09-29 15:00:23,1.0.0,,,1.0,New ReactiveCouchbase driver using reactive-streams.,,,8.0,9,False,3,,,,,,
331,poppet,yakivy/poppet,distributed,https://github.com/yakivy/poppet,https://github.com/yakivy/poppet,MIT,2020-05-12 14:32:28,2023-12-08 11:27:37,2023-12-08 11:27:33,93.0,3.0,2.0,2.0,1.0,,3.0,25,,,,,,"Minimal, type-safe RPC Scala library.",,,2.0,9,True,3,,"['scala3', 'scalajs']",,,,
332,wire-signals,wireapp/wire-signals,reactive,https://github.com/wireapp/wire-signals,https://github.com/wireapp/wire-signals,GPL-3.0,2019-01-25 09:51:56,2023-10-25 13:40:20,2022-02-06 11:48:23,206.0,,5.0,6.0,59.0,7.0,26.0,24,2021-07-02 10:00:31,1.0.0,,,1.0,A small and effective event-handling library for Scala.,,,2.0,9,False,3,,['scala3'],,,,
333,kvs,zero-deps/kvs,db-clients,https://github.com/zero-deps/kvs,https://github.com/zero-deps/kvs,MIT,2019-08-09 21:21:29,2023-08-19 14:32:04,2023-08-19 14:32:01,771.0,,2.0,6.0,4.0,3.0,11.0,22,2022-06-24 23:03:51,6.1,,,2.0,"Highly available distributed strong eventual consistent and sequentially consistent storage with feeds, sorting and..",,,16.0,9,True,3,,,,,,
334,scala2plantuml,bottech/scala2plantuml,env,https://github.com/BotTech/scala2plantuml,https://github.com/BotTech/scala2plantuml,MIT,2021-03-03 02:34:35,2023-12-05 14:37:36,2021-03-24 09:23:58,162.0,,4.0,1.0,221.0,10.0,1.0,22,2021-03-09 21:56:07,0.3.0,,,4.0,Scala2PlantUML generates PlantUML diagrams from Scala code.,,,2.0,9,False,3,,,,,,
335,aws-request-signer,ticofab/aws-request-signer,sec,https://github.com/ticofab/aws-request-signer,https://github.com/ticofab/aws-request-signer,Apache-2.0,2015-12-18 10:09:29,2019-08-13 16:19:00,2019-08-13 16:18:59,76.0,,15.0,4.0,14.0,5.0,9.0,21,2015-12-27 21:01:56,0.1.0,,,1.0,Scala library to sign HTTP requests to AWS services.,,,10.0,9,False,3,,,,,,
336,scountries,lambdaworks/scountries,others,https://github.com/lambdaworks/scountries,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45,2023-11-29 14:46:24,2023-11-29 14:46:23,83.0,5.0,1.0,8.0,72.0,,,20,2023-04-24 16:27:10,1.0.0,,,2.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",,,5.0,9,True,3,io.lambdaworks:scountries_3,['scala3'],https://search.maven.org/artifact/io.lambdaworks/scountries_3,2023-04-24 16:27:10,,
337,akka-persistence-gcp-datastore,innFactory/akka-persistence-gcp-datastore,db-clients,https://github.com/innFactory/akka-persistence-gcp-datastore,https://github.com/innFactory/akka-persistence-gcp-datastore,Apache-2.0,2019-11-29 19:52:00,2023-11-17 00:17:16,2022-03-15 00:18:23,292.0,,3.0,4.0,199.0,1.0,,19,,,,,,akka-persistence-gcp-datastore is a journal and snapshot store plugin for akka-persistence using google cloud..,,,4.0,9,False,3,,,,,,
338,mailgun4s,outr/mailgun4s,others,https://github.com/outr/mailgun4s,https://github.com/outr/mailgun4s,MIT,2016-08-18 01:03:36,2023-12-31 01:09:00,2023-12-27 18:54:25,100.0,14.0,7.0,4.0,62.0,,7.0,17,,,,,,Mailgun API implementation in Scala.,,,6.0,9,True,3,,['scala3'],,,,
339,analogweb-scala,analogweb/analogweb-scala,web-frameworks,https://github.com/analogweb/analogweb-scala,https://github.com/analogweb/analogweb-scala,MIT,2013-12-19 15:49:54,2023-12-30 08:31:49,2022-07-19 14:14:08,414.0,,2.0,3.0,18.0,1.0,26.0,13,,,,,,Tiny High Performance HTTP Server for Scala.,,,4.0,9,False,3,,['scala3'],,,,
