,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,dependent_project_count,github_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,labels
263,scalive,xitrum-framework/scalive,test,https://github.com/xitrum-framework/scalive,https://github.com/xitrum-framework/scalive,MIT,2014-01-28 08:11:24,2019-01-30 13:34:32,2019-01-30 13:34:25,125.0,,13.0,18.0,3.0,8.0,12.0,200.0,2019-01-30 13:24:43,1.7.0,610.0,5.0,8.0,Connect a Scala REPL to running JVM processes without any prior setup.,4.0,11,False,3.0,,,,,,,,
264,scala-forklift,lastland/scala-forklift,db-clients,https://github.com/lastland/scala-forklift,https://github.com/lastland/scala-forklift,,2015-08-18 16:26:21,2022-09-06 13:51:34,2020-04-24 19:30:57,274.0,,29.0,11.0,21.0,13.0,19.0,189.0,2016-08-10 07:04:47,0.2.3,,,3.0,"Type-safe data migration tool for Slick, Git and beyond.",10.0,11,False,3.0,,,,,,,,
265,numsca,botkop/numsca,sci,https://github.com/botkop/numsca,https://github.com/botkop/numsca,BSD-2-Clause,2017-12-06 10:18:37,2023-01-30 06:59:54,2023-01-30 06:59:54,74.0,,16.0,17.0,3.0,3.0,7.0,180.0,2020-04-19 10:21:27,0.1.7,,,7.0,numsca is numpy for scala.,,11,True,3.0,,,,,,,,
266,scala-records,scala-records/scala-records,toolkits,https://github.com/scala-records/scala-records,https://github.com/scala-records/scala-records,BSD-3-Clause,2014-06-17 09:59:57,2019-06-10 22:59:35,2019-06-10 22:59:34,224.0,,13.0,19.0,77.0,19.0,46.0,160.0,,,,,,Labeled records for Scala based on structural refinement types and macros.,11.0,11,False,3.0,,,,,,,,
267,vertx-lang-scala,vert-x3/vertx-lang-scala,reactive,https://github.com/vert-x3/vertx-lang-scala,https://github.com/vert-x3/vertx-lang-scala,,2014-11-04 12:04:52,2023-03-31 19:45:29,2023-03-31 19:45:28,557.0,,39.0,40.0,44.0,10.0,57.0,117.0,,,,,,Vert.x for Scala.,20.0,11,False,3.0,3.0,3.0,,,,,,
268,scala-jsonapi,scala-jsonapi/scala-jsonapi,json,https://github.com/scala-jsonapi/scala-jsonapi,https://github.com/scala-jsonapi/scala-jsonapi,MIT,2015-11-09 12:47:14,2018-12-28 12:29:57,2018-06-11 08:54:13,135.0,,24.0,29.0,52.0,16.0,34.0,108.0,,,,,,"Scala support library for integrating the JSON API spec with Spray, Play! or Circe.",20.0,11,False,3.0,,,,,,,,
269,scalafiddle-editor,scalafiddle/scalafiddle-editor,misc,https://github.com/scalafiddle/scalafiddle-editor,https://github.com/scalafiddle/scalafiddle-editor,Apache-2.0,2016-08-01 18:16:47,2020-02-09 21:22:50,2020-02-09 21:22:48,174.0,,40.0,3.0,49.0,17.0,26.0,98.0,,,,,,Web user interface for ScalaFiddle.,20.0,11,False,3.0,,,,,,,,
270,fintrospect,daviddenton/fintrospect,http,https://github.com/daviddenton/fintrospect,https://github.com/daviddenton/fintrospect,Apache-2.0,2015-03-01 20:31:11,2020-08-26 11:42:43,2020-08-26 11:42:38,1752.0,,9.0,7.0,23.0,3.0,26.0,93.0,,,,,,"Implement fast, type-safe HTTP webservices for Finagle.",5.0,11,False,3.0,,,,,,,,
271,lolhttp,criteo/lolhttp,http,https://github.com/criteo/lolhttp,https://github.com/criteo/lolhttp,Apache-2.0,2017-04-28 07:06:53,2023-07-04 14:30:14,2023-07-04 14:20:59,124.0,2.0,18.0,18.0,191.0,29.0,8.0,93.0,2023-07-04 14:30:14,0.13.5,,,30.0,An HTTP Server and Client library for Scala.,20.0,11,True,3.0,,,,,,,,
272,blindsight,tersesystems/blindsight,toolkits,https://github.com/tersesystems/blindsight,https://github.com/tersesystems/blindsight,,2020-03-16 03:06:57,2023-07-01 01:16:09,2023-03-27 03:59:31,393.0,,6.0,5.0,429.0,11.0,26.0,80.0,2023-03-12 22:32:23,2.0.0,,,1.0,"Blindsight is a Scala logging API with DSL based structured logging, fluent logging, semantic logging, flow logging,..",3.0,11,False,3.0,,,,,,,,
273,couchdb-scala,beloglazov/couchdb-scala,db-clients,https://github.com/beloglazov/couchdb-scala,https://github.com/beloglazov/couchdb-scala,Apache-2.0,2015-01-15 23:10:06,2018-11-13 12:48:24,2017-08-05 07:34:18,236.0,,18.0,6.0,33.0,18.0,31.0,65.0,2016-05-08 00:58:39,0.7.2,,,7.0,A purely functional Scala client for CouchDB.,2.0,11,False,3.0,,,,,,,,
274,sbt-scala-js-map,ThoughtWorksInc/sbt-scala-js-map,sbt,https://github.com/ThoughtWorksInc/sbt-scala-js-map,https://github.com/ThoughtWorksInc/sbt-scala-js-map,Apache-2.0,2016-04-12 18:38:07,2023-07-04 22:59:12,2023-05-10 04:57:32,385.0,7.0,3.0,12.0,171.0,2.0,2.0,36.0,2021-11-22 07:29:41,4.1.1,,,3.0,A Sbt plugin that configures source mapping for Scala.js projects hosted on Github.,3.0,11,True,3.0,,,,,,,,
275,gridscale,openmole/gridscale,bigdata,https://github.com/openmole/gridscale,https://github.com/openmole/gridscale,AGPL-3.0,2012-09-28 10:13:23,2023-07-04 09:57:03,2023-07-04 09:56:50,1111.0,11.0,6.0,7.0,12.0,5.0,8.0,27.0,,,,,,"Scala library for accessing various file, batch systems, job schedulers and grid middlewares.",5.0,11,True,3.0,,,,,,,,
276,ninny-json,nrktkt/ninny-json,json,https://github.com/nrktkt/ninny-json,https://github.com/nrktkt/ninny-json,Unlicense,2020-07-10 17:01:21,2023-06-21 22:02:37,2023-06-15 22:28:45,97.0,4.0,5.0,2.0,48.0,6.0,4.0,21.0,2023-06-21 22:02:37,0.8.0,,,26.0,JSON typeclasses that know the difference between null and absent fields.,3.0,11,True,3.0,,,,,,,,
277,scountries,lambdaworks/scountries,misc,https://github.com/lambdaworks/scountries,https://github.com/lambdaworks/scountries,Apache-2.0,2022-09-02 11:48:45,2023-07-04 17:34:52,2023-07-04 17:34:51,54.0,21.0,1.0,8.0,42.0,,,19.0,2023-04-24 16:24:47,1.0.0,,,2.0,"Scala library that provides an enumeration of ISO 3166 codes for countries, along with their subdivisions.",5.0,11,True,3.0,,,io.lambdaworks:scountries,https://search.maven.org/artifact/io.lambdaworks/scountries,,,,
278,scurl-detector,lambdaworks/scurl-detector,misc,https://github.com/lambdaworks/scurl-detector,https://github.com/lambdaworks/scurl-detector,Apache-2.0,2021-06-08 09:33:41,2023-07-04 17:38:06,2023-07-04 17:35:53,102.0,29.0,2.0,8.0,93.0,1.0,9.0,17.0,2023-04-24 16:29:18,1.1.0,,,3.0,Scala library that detects and extracts URLs from text.,7.0,11,True,3.0,,,io.lambdaworks:scurl-detector_2.13,https://search.maven.org/artifact/io.lambdaworks/scurl-detector_2.13,2023-04-24 16:29:18,,,
279,managerial,dvgica/managerial,misc,https://github.com/dvgica/managerial,https://github.com/dvgica/managerial,Apache-2.0,2021-05-29 03:28:20,2023-07-06 17:14:52,2023-07-06 17:14:51,342.0,31.0,2.0,1.0,129.0,,,11.0,2023-07-06 04:09:02,0.9.1,,,7.0,A zero-dependency Scala library for managing resources monadically.,3.0,11,False,3.0,,,,,,,,
280,aptus-core,aptusproject/aptus-core,misc,https://github.com/aptusproject/aptus-core,https://github.com/aptusproject/aptus-core,Apache-2.0,2021-05-25 18:13:35,2023-06-29 15:02:45,2023-06-29 15:01:56,101.0,25.0,,3.0,,,,4.0,2023-06-29 15:04:15,0.5.1,,,7.0,A utility library aiming to simplify the Scala coding experience.,,11,False,3.0,,,,,,,,
281,subcut,dickwall/subcut,di,https://github.com/dickwall/subcut,https://github.com/dickwall/subcut,,2011-05-30 23:58:27,2020-10-12 22:18:41,2018-05-17 21:40:26,92.0,,33.0,25.0,17.0,8.0,21.0,405.0,,,,,,Scala Uniquely Bound Classes Under Traits.,11.0,10,False,3.0,,,,,,,,
282,replesent,marconilanna/replesent,misc,https://github.com/marconilanna/REPLesent,https://github.com/marconilanna/REPLesent,Apache-2.0,2015-02-02 02:37:44,2019-10-02 19:39:29,2019-08-27 14:36:48,73.0,,34.0,14.0,13.0,5.0,,404.0,,,,,,A neat little tool to build presentations using the Scala REPL.,9.0,10,False,3.0,,,,,,,,
283,scalatex,lihaoyi/scalatex,env,https://github.com/lihaoyi/Scalatex,https://github.com/lihaoyi/Scalatex,,2014-12-19 04:14:12,2020-02-21 06:44:18,2020-02-21 06:44:18,232.0,,35.0,15.0,32.0,29.0,21.0,288.0,,,,,,"Programmable, Typesafe Document Generation.",16.0,10,False,3.0,,,,,,,,
284,libra,to-ithaca/libra,sci,https://github.com/to-ithaca/libra,https://github.com/to-ithaca/libra,,2017-03-01 13:42:38,2023-06-11 00:40:15,2021-02-28 00:36:23,143.0,,26.0,11.0,184.0,25.0,23.0,200.0,,,,,,A dimensional analysis library based on dependent types.,10.0,10,False,3.0,,,,,,,,
285,parapet,parapet-io/parapet,distributed,https://github.com/parapet-io/parapet,https://github.com/parapet-io/parapet,Apache-2.0,2019-07-27 19:08:31,2023-04-30 02:37:57,2023-04-30 02:37:57,326.0,1.0,6.0,12.0,30.0,8.0,18.0,136.0,2022-02-24 07:02:23,0.0.1-RC6,,,5.0,A purely functional library to build distributed and event-driven systems.,5.0,10,True,3.0,,,,,,,,
286,sbt-groll,sbt/sbt-groll,sbt,https://github.com/sbt/sbt-groll,https://github.com/sbt/sbt-groll,Apache-2.0,2012-10-21 20:43:30,2021-12-17 12:41:12,2021-12-17 12:40:44,126.0,,8.0,8.0,23.0,1.0,4.0,134.0,2021-12-17 12:41:14,7.1.0,,,3.0,sbt plugin to roll the Git history.,8.0,10,False,3.0,,,,,,,,
287,roshttp,hmil/roshttp,http,https://github.com/hmil/RosHTTP,https://github.com/hmil/RosHTTP,MIT,2016-02-26 12:29:57,2021-06-06 09:38:29,2021-06-06 09:38:29,135.0,,24.0,5.0,49.0,18.0,28.0,125.0,,,,,,Unified Scala.js + Scala HTTP client API.,13.0,10,False,3.0,,,,,,,,
288,clustering4ever,clustering4ever/clustering4ever,sci,https://github.com/Clustering4Ever/Clustering4Ever,https://github.com/Clustering4Ever/Clustering4Ever,Apache-2.0,2018-03-26 19:58:12,2021-01-26 19:43:10,2021-01-26 19:39:17,269.0,,13.0,21.0,14.0,,,124.0,,,,,,"C4E, a JVM friendly library written in Scala for both local and distributed (Spark) Clustering.",5.0,10,False,3.0,,,,,,,,
289,beard,zalando/beard,templating,https://github.com/zalando/beard,https://github.com/zalando/beard,,2015-07-09 09:11:25,2020-06-16 11:51:28,2020-06-16 11:51:27,240.0,,28.0,20.0,55.0,8.0,23.0,122.0,,,,,,"A lightweight, logicless templating engine, written in Scala and inspired by Mustache.",24.0,10,False,3.0,,,,,,,,
290,miniboxing-plugin,miniboxing/miniboxing-plugin,misc,https://github.com/miniboxing/miniboxing-plugin,https://github.com/miniboxing/miniboxing-plugin,,2012-04-26 09:52:25,2020-04-11 22:53:02,2020-04-11 22:53:01,1143.0,,17.0,12.0,31.0,45.0,177.0,121.0,,,,,,Miniboxing is a program transformation that improves the performance of Scala generics when used with primitive types...,13.0,10,False,3.0,,,,,,,,
291,ScalaJack,gzoller/ScalaJack,json,https://github.com/gzoller/ScalaJack,https://github.com/gzoller/ScalaJack,MIT,2013-06-17 20:20:56,2022-11-15 00:51:10,2022-11-15 00:50:56,923.0,,8.0,12.0,182.0,2.0,49.0,110.0,,,,,,Fast JSON parser/generator for Scala.,13.0,10,True,3.0,,,,,,,,
292,longevity,longevityframework/longevity,db-clients,https://github.com/longevityframework/longevity,https://github.com/longevityframework/longevity,,2014-12-17 02:50:13,2018-07-06 02:43:27,2018-07-06 02:43:18,1216.0,,5.0,12.0,8.0,36.0,4.0,103.0,2018-07-01 17:41:25,0.27.0,,,35.0,A Persistence Framework for Scala and NoSQL.,3.0,10,False,3.0,,,,,,,,
293,moultingyaml,jcazevedo/moultingyaml,csv-yaml,https://github.com/jcazevedo/moultingyaml,https://github.com/jcazevedo/moultingyaml,MIT,2015-07-02 21:27:23,2022-09-13 21:31:10,2020-03-30 12:05:00,171.0,,33.0,5.0,28.0,18.0,8.0,98.0,,,,,,Scala wrapper for SnakeYAML.,13.0,10,False,3.0,,,,,,,,
294,hepek,sake92/hepek,templating,https://github.com/sake92/hepek,https://github.com/sake92/hepek,Apache-2.0,2018-02-04 18:22:55,2023-07-04 12:13:54,2023-07-04 12:02:02,434.0,4.0,9.0,4.0,229.0,8.0,17.0,93.0,,,,,,Typesafe HTML templates in pure Scala. Static site generator included! Play and ScalaJS support!.,6.0,10,True,3.0,,,,,,,,
295,pushka,fomkin/pushka,json,https://github.com/fomkin/pushka,https://github.com/fomkin/pushka,Apache-2.0,2015-08-19 06:24:31,2019-06-12 09:24:40,2016-11-24 20:47:45,88.0,,9.0,8.0,26.0,10.0,25.0,81.0,,,,,14.0,ABANDONED Pure Scala serialization library with annotations.,6.0,10,False,3.0,,,,,,,,
296,gallia-core,galliaproject/gallia-core,bigdata,https://github.com/galliaproject/gallia-core,https://github.com/galliaproject/gallia-core,,2021-02-05 18:36:52,2023-06-29 15:48:03,2023-06-29 15:47:45,381.0,24.0,3.0,7.0,,1.0,,76.0,2022-10-07 15:29:11,0.4.0,,,4.0,A schema-aware Scala library for data transformation.,1.0,10,False,3.0,,,,,,,,
297,axle,axlelang/axle,sci,https://github.com/axlelang/axle,https://github.com/axlelang/axle,,2011-02-21 23:18:53,2023-05-28 04:37:06,2023-05-28 04:37:04,4482.0,6.0,9.0,5.0,241.0,,21.0,65.0,,,,,,Axle Domain Specific Language for Scientific Cloud Computing and Visualization.,7.0,10,False,3.0,,,,,,,,
298,media4s,outr/media4s,media,https://github.com/outr/media4s,https://github.com/outr/media4s,MIT,2016-09-28 20:04:06,2023-06-18 00:36:36,2023-06-18 00:36:24,55.0,1.0,4.0,6.0,4.0,,3.0,29.0,2023-02-13 02:15:20,1.0.18,,,1.0,"Scala command-line wrapper around ffmpeg, ffprobe, ImageMagick, and other tools relating to media.",3.0,10,True,3.0,,,,,,,,
299,sbt-deploy-ssh,shmishleniy/sbt-deploy-ssh,sbt,https://github.com/shmishleniy/sbt-deploy-ssh,https://github.com/shmishleniy/sbt-deploy-ssh,MIT,2015-01-16 12:38:45,2021-04-28 13:50:29,2021-04-28 13:46:46,41.0,,3.0,5.0,4.0,5.0,11.0,27.0,2021-04-28 13:50:29,0.1.5,,,5.0,SBT deploy plugin.,6.0,10,False,3.0,,,,,,,,
300,wire-signals,wireapp/wire-signals,reactive,https://github.com/wireapp/wire-signals,https://github.com/wireapp/wire-signals,GPL-3.0,2019-01-25 09:51:56,2023-06-30 09:16:26,2022-02-06 11:48:23,206.0,,5.0,6.0,54.0,7.0,26.0,23.0,2021-07-02 10:00:31,1.0.0,,,1.0,A small and effective event-handling library for Scala.,2.0,10,True,3.0,,,,,,,,
301,jose,blackdoor/jose,sec,https://github.com/blackdoor/jose,https://github.com/blackdoor/jose,Unlicense,2018-11-05 17:36:11,2023-07-06 15:18:22,2023-01-31 23:16:44,84.0,,5.0,3.0,74.0,9.0,4.0,14.0,2021-05-21 01:22:10,0.4.5,,,21.0,Extensible JOSE library for Scala.,4.0,10,False,3.0,,,,,,,,
302,octopus,krzemin/octopus,data,https://github.com/krzemin/octopus,https://github.com/krzemin/octopus,Apache-2.0,2016-12-10 16:51:09,2023-06-12 16:27:57,2020-11-04 07:51:59,121.0,,20.0,9.0,110.0,13.0,8.0,147.0,,,,,,Scala library for boilerplate-free validation.,9.0,9,False,3.0,,,,,,,,
303,scala-trace-debug,johnreedlol/scala-trace-debug,env,https://github.com/JohnReedLOL/scala-trace-debug,https://github.com/JohnReedLOL/scala-trace-debug,MIT,2016-03-24 06:33:02,2019-12-16 14:15:10,2019-12-16 14:15:09,490.0,,5.0,7.0,10.0,3.0,14.0,115.0,,,,,,Macro based print debugging. Locates log statements in your IDE.,3.0,9,False,3.0,,,,,,,,
304,schemer,indix/schemer,bigdata,https://github.com/indix/schemer,https://github.com/indix/schemer,Apache-2.0,2017-11-24 10:35:28,2020-03-05 19:19:48,2019-07-11 10:25:58,118.0,,6.0,17.0,3.0,,,110.0,2017-12-04 07:01:25,0.2.3,,,1.0,"Schema registry for CSV, TSV, JSON, AVRO and Parquet schema. Supports schema inference and GraphQL API.",4.0,9,False,3.0,,,,,,,,
305,sbt-ghpages,sbt/sbt-ghpages,sbt,https://github.com/sbt/sbt-ghpages,https://github.com/sbt/sbt-ghpages,,2012-05-16 15:21:19,2023-06-26 22:10:59,2023-06-26 22:10:58,160.0,8.0,18.0,9.0,79.0,17.0,13.0,94.0,2022-12-06 06:47:04,0.7.0,,,1.0,"git, site and ghpages support for sbt projects.",20.0,9,False,3.0,,,,,,,,
306,sbt-javacv,bytedeco/sbt-javacv,media,https://github.com/bytedeco/sbt-javacv,https://github.com/bytedeco/sbt-javacv,MIT,2016-03-20 10:10:42,2018-12-22 14:05:22,2018-12-22 14:05:25,55.0,,14.0,8.0,13.0,2.0,6.0,90.0,2018-12-22 14:00:40,1.17,,,13.0,"Start using OpenCV in your JVM project in just 1 line, no separate compiling, installing OpenCV, or fussing with your..",4.0,9,False,3.0,,,,,,,,
307,lomrf,anskarl/lomrf,sci,https://github.com/anskarl/LoMRF,https://github.com/anskarl/LoMRF,Apache-2.0,2014-05-24 22:29:28,2020-03-01 14:49:27,2020-03-01 14:49:08,545.0,,18.0,10.0,5.0,,19.0,77.0,,,,,,LoMRF is an open-source implementation of Markov Logic Networks.,9.0,9,False,3.0,,,,,,,,
308,rings,poslavskysv/rings,sci,https://github.com/PoslavskySV/rings,https://github.com/PoslavskySV/rings,,2017-03-16 08:36:22,2022-05-02 14:46:40,2022-05-02 14:46:38,548.0,,10.0,7.0,23.0,14.0,38.0,68.0,2019-12-14 10:33:35,2.5.7,,,16.0,Rings: efficient JVM library for polynomial rings.,2.0,9,False,3.0,,,,,,,,
309,jam,yakivy/jam,di,https://github.com/yakivy/jam,https://github.com/yakivy/jam,MIT,2021-02-12 09:59:54,2023-07-01 15:32:02,2023-07-01 15:31:59,49.0,8.0,3.0,3.0,2.0,,8.0,59.0,,,,,,Incredibly simple DI Scala library.,4.0,9,True,3.0,,,,,,,,
310,glokka,xitrum-framework/glokka,distributed,https://github.com/xitrum-framework/glokka,https://github.com/xitrum-framework/glokka,MIT,2013-07-15 21:36:00,2021-01-16 16:55:48,2021-01-16 16:55:41,112.0,,4.0,9.0,1.0,4.0,26.0,56.0,,,,,,Library to register and lookup actors by names in an Akka cluster.,3.0,9,False,3.0,,,,,,,,
311,lucene4s,outr/lucene4s,db-clients,https://github.com/outr/lucene4s,https://github.com/outr/lucene4s,MIT,2016-10-11 18:40:58,2021-07-18 01:06:33,2021-05-17 19:36:10,153.0,,18.0,8.0,16.0,2.0,7.0,53.0,,,,,,Light-weight convenience wrapper around Lucene to simplify complex tasks and add Scala sugar.,5.0,9,False,3.0,,,,,,,,
312,scallion,epfl-lara/scallion,parsers,https://github.com/epfl-lara/scallion,https://github.com/epfl-lara/scallion,Apache-2.0,2019-05-24 20:22:52,2022-10-16 15:31:05,2022-10-03 15:48:20,284.0,,16.0,11.0,10.0,3.0,2.0,52.0,2022-10-16 15:31:05,0.6,400.0,44.0,1.0,LL(1) parser combinators in Scala.,8.0,9,True,3.0,,,,,,,,
313,sparkplug,indix/sparkplug,bigdata,https://github.com/indix/sparkplug,https://github.com/indix/sparkplug,Apache-2.0,2017-10-13 11:35:57,2020-05-15 09:11:07,2020-05-15 09:01:41,90.0,,2.0,7.0,5.0,,,28.0,2020-05-15 09:11:07,0.6.0,,,8.0,Spark package to plug holes in data using SQL based rules.,8.0,9,False,3.0,,,,,,,,
314,ReactiveCouchbase-rs-core,ReactiveCouchbase/ReactiveCouchbase-rs-core,db-clients,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,https://github.com/ReactiveCouchbase/reactivecouchbase-rs-core,Apache-2.0,2017-02-08 08:16:45,2018-04-23 09:37:17,2018-04-23 09:35:53,131.0,,10.0,7.0,13.0,8.0,11.0,27.0,2017-09-29 15:00:23,1.0.0,,,1.0,New ReactiveCouchbase driver using reactive-streams.,8.0,9,False,3.0,,,,,,,,
315,aws-request-signer,ticofab/aws-request-signer,sec,https://github.com/ticofab/aws-request-signer,https://github.com/ticofab/aws-request-signer,Apache-2.0,2015-12-18 10:09:29,2019-08-13 16:19:00,2019-08-13 16:18:59,76.0,,15.0,4.0,14.0,5.0,9.0,22.0,2015-12-27 21:01:56,0.1.0,,,1.0,Scala library to sign HTTP requests to AWS services.,10.0,9,False,3.0,,,,,,,,
316,scala2plantuml,bottech/scala2plantuml,env,https://github.com/BotTech/scala2plantuml,https://github.com/BotTech/scala2plantuml,MIT,2021-03-03 02:34:35,2023-07-06 15:20:24,2021-03-24 09:23:58,162.0,,3.0,1.0,187.0,10.0,1.0,21.0,2021-03-09 21:56:07,0.3.0,,,4.0,Scala2PlantUML generates PlantUML diagrams from Scala code.,2.0,9,False,3.0,,,,,,,,
317,akka-persistence-gcp-datastore,innFactory/akka-persistence-gcp-datastore,db-clients,https://github.com/innFactory/akka-persistence-gcp-datastore,https://github.com/innFactory/akka-persistence-gcp-datastore,Apache-2.0,2019-11-29 19:52:00,2023-07-06 00:22:07,2022-03-15 00:18:23,292.0,,3.0,4.0,185.0,1.0,,20.0,,,,,,akka-persistence-gcp-datastore is a journal and snapshot store plugin for akka-persistence using google cloud..,4.0,9,True,3.0,,,,,,,,
318,annette,annetteplatform/annette,distributed,https://github.com/annetteplatform/annette,https://github.com/annetteplatform/annette,Apache-2.0,2020-09-28 16:48:14,2023-05-20 16:12:47,2022-12-29 20:44:09,379.0,,,2.0,33.0,,12.0,15.0,2022-07-25 12:23:38,0.4.2,,,12.0,"Platform to build distributed, scalable, enterprise-wide business applications.",,9,True,3.0,,,,,,,,
319,vecmatlib,hexagonnico/vecmatlib,sci,https://github.com/HexagonNico/VecMatLib,https://github.com/HexagonNico/VecMatLib,Apache-2.0,2023-01-01 20:45:23,2023-06-25 11:33:59,2023-06-25 11:17:33,46.0,14.0,,1.0,,,,3.0,2023-06-25 11:36:05,2.1,,,8.0,Open source Scala library that add data structures for vectors and matrices.,,9,False,3.0,,,,,,,,
320,synapsegrid,primetalk/synapsegrid,reactive,https://github.com/Primetalk/SynapseGrid,https://github.com/Primetalk/SynapseGrid,,2013-06-28 09:11:53,2021-01-26 18:39:49,2019-09-22 16:45:19,244.0,,8.0,16.0,4.0,5.0,7.0,124.0,,,,,,SynapseGrid is a framework for constructing dynamic low latency data flow systems.,5.0,8,False,3.0,,,,,,,,
321,Freasy-Monad,Thangiee/Freasy-Monad,toolkits,https://github.com/Thangiee/Freasy-Monad,https://github.com/Thangiee/Freasy-Monad,MIT,2016-09-05 06:07:02,2018-06-15 23:31:10,2018-06-15 23:31:09,94.0,,8.0,7.0,1.0,,11.0,114.0,,,,,,Easy way to create Free Monad using Scala macros with first-class Intellij support.,4.0,8,False,3.0,,,,,,,,
322,shade,monix/shade,db-clients,https://github.com/monix/shade,https://github.com/monix/shade,MIT,2013-06-24 11:30:05,2021-03-18 23:25:57,2018-03-24 04:39:05,133.0,,19.0,11.0,43.0,12.0,15.0,107.0,,,,,,Memcached client for Scala.,12.0,8,False,3.0,,,,,,,,
323,clist,backuity/clist,misc,https://github.com/backuity/clist,https://github.com/backuity/clist,Apache-2.0,2014-11-10 12:31:30,2019-06-11 07:53:38,2019-06-11 07:53:37,109.0,,10.0,3.0,11.0,5.0,16.0,106.0,,,,,,Command Line Interface Scala Toolkit.,6.0,8,False,3.0,,,,,,,,
324,morpheus,outworkers/morpheus,db-clients,https://github.com/outworkers/morpheus,https://github.com/outworkers/morpheus,,2015-09-03 10:48:15,2019-06-12 10:57:50,2019-06-12 10:57:47,217.0,,4.0,5.0,18.0,,,101.0,2016-04-11 09:47:33,"org=com.websudos,name=morpheus,version=0.2.7",,,2.0,Reactive type-safe Scala driver for SQL databases.,5.0,8,False,3.0,,,,,,,,
325,molecule,scalamolecule/molecule,db-clients,https://github.com/scalamolecule/molecule,https://github.com/scalamolecule/molecule,,2014-07-01 23:57:41,2022-05-02 13:01:22,2022-05-02 12:59:42,721.0,,3.0,6.0,,,23.0,68.0,2022-01-15 15:51:59,1.1.0,5.0,0.0,56.0,Non-blocking asynchronous domain-customizable database query language for Scala and Scala.js against the Datomic..,1.0,8,False,3.0,,,,,,,,
326,scalarelational,outr/scalarelational,db-clients,https://github.com/outr/scalarelational,https://github.com/outr/scalarelational,,2013-11-01 17:14:15,2019-03-06 15:28:00,2019-03-06 15:27:46,520.0,,9.0,13.0,39.0,15.0,49.0,58.0,,,,,,"Type-Safe framework for defining, modifying, and querying SQL databases.",7.0,8,False,3.0,,,,,,,,
327,xs4s,scalawilliam/xs4s,misc,https://github.com/ScalaWilliam/xs4s,https://github.com/ScalaWilliam/xs4s,,2014-05-14 08:22:44,2022-07-15 21:58:02,2021-07-27 17:45:22,89.0,,11.0,5.0,11.0,1.0,2.0,58.0,2021-08-01 12:19:22,0.9.1,,,7.0,XML Streaming for Scala including FS2/cats support.,5.0,8,False,3.0,,,,,,,,
328,ostinato,marianogappa/ostinato,misc,https://github.com/marianogappa/ostinato,https://github.com/marianogappa/ostinato,MIT,2015-11-02 09:35:53,2019-08-25 19:32:14,2019-08-25 19:31:59,271.0,,6.0,4.0,,5.0,5.0,49.0,2017-03-18 09:26:44,1.0.2,44.0,0.0,1.0,A chess library that runs on the server (Scala) and on the browser (ScalaJS).,2.0,8,False,3.0,,,,,,,,
329,fields,jap-company/fields,data,https://github.com/jap-company/fields,https://github.com/jap-company/fields,Apache-2.0,2022-05-29 10:37:51,2022-08-09 21:26:10,2022-08-09 21:18:26,45.0,,3.0,2.0,21.0,6.0,12.0,41.0,2022-08-09 21:26:35,0.4.16,,,27.0,Scala validation library.,1.0,8,True,3.0,,,,,,,,
330,scaposer,xitrum-framework/scaposer,misc,https://github.com/xitrum-framework/scaposer,https://github.com/xitrum-framework/scaposer,MIT,2011-09-09 01:02:13,2021-09-29 12:40:21,2019-07-04 11:49:52,113.0,,8.0,9.0,9.0,2.0,14.0,38.0,,,,,,GNU Gettext .po file loader for Scala.,9.0,8,False,3.0,,,,,,,,
331,freedsl,ISCPIF/freedsl,toolkits,https://github.com/ISCPIF/freedsl,https://github.com/ISCPIF/freedsl,,2016-10-27 16:19:11,2018-09-12 13:19:12,2018-09-12 13:18:57,208.0,,2.0,7.0,1.0,,,37.0,,,,,,Practical effect composition library based on abstract wrapping type and the free monad.,2.0,8,False,3.0,,,,,,,,
332,figlet4s,colofabrix/figlet4s,misc,https://github.com/ColOfAbRiX/figlet4s,https://github.com/ColOfAbRiX/figlet4s,MIT,2020-08-06 21:12:42,2022-11-09 21:16:15,2022-11-08 17:43:17,192.0,,,2.0,1.0,12.0,9.0,34.0,2022-11-09 21:10:43,0.3.2,,,5.0,ASCII-art banners in Scala.,1.0,8,True,3.0,,,,,,,,
333,etcd4s,mingchuno/etcd4s,db-clients,https://github.com/mingchuno/etcd4s,https://github.com/mingchuno/etcd4s,MIT,2017-11-17 11:26:19,2023-06-30 15:33:33,2022-03-07 09:38:29,84.0,,4.0,3.0,50.0,3.0,1.0,32.0,,,,,,Scala etcd client implementing V3 APIs.,4.0,8,True,3.0,,,,,,,,
